municipio,nombre_lugar,categoria,direccion,latitud,longitud
acebeda-la,La Posada de los Vientos,Spanish Restaurant,"Calle Encerradero, 2",41.08708,-3.623995
acebeda-la,El Acebo,Restaurant,"Calle Puerto, 2",41.086306,-3.623243
acebeda-la,Hostal Castillo de Somosierra,Restaurant,"Carretera Nal 1, Km 81",41.045341,-3.616328
ajalvir,Diverjungla,Playground,"Calle Segovia, 20",40.529921,-3.484341
ajalvir,Parque Infantil,Park,N/A,40.543867,-3.464773
ajalvir,Parque 11 de Marzo,Playground,N/A,40.548144,-3.459888
ajalvir,Parque del Globo,Playground,"Calle Cuesta Lengua, 34",40.543698,-3.454043
ajalvir,Parque forestal María Marzol,Park,N/A,40.562251,-3.455186
ajalvir,Parque el Matadero,Park,N/A,40.566712,-3.503259
ajalvir,Parque Infantil,Playground,N/A,40.502598,-3.513642
ajalvir,Pinarillo AVM,Playground,"Avenida de Sombra de la Torre, 14",40.505424,-3.518493
ajalvir,Parque Pijos,Park,N/A,40.572582,-3.501606
ajalvir,Parque,Park,N/A,40.49774,-3.509042
ajalvir,Zaino,Spanish Restaurant,"Calle Franklin, 5",40.540597,-3.463023
ajalvir,Tonatiuh BBQ,BBQ Joint,"Calle la Fragua, 2",40.542907,-3.460815
ajalvir,El Refugio,Mediterranean Restaurant,"Carretera Alcalá-Torrelaguna, Km 15,5",40.567039,-3.5022
ajalvir,Fast Pan y Pasteles,Bakery,"Avenida Juan Pablo II Miramadrid, 26",40.50293,-3.51419
ajalvir,El Balcón de Quevedo,Café,"Calle Quevedo, s/n",40.501226,-3.512157
ajalvir,Dublinia,Pub,"Paseo de las Camelias, 2",40.502172,-3.513746
ajalvir,Bar Manolo,Restaurant,"Plaza de la Villa, 5",40.534739,-3.480607
ajalvir,Jurassic Pan,Burger Joint,"Carretera de Daganzo, 17",40.533531,-3.479205
ajalvir,Asador de Cobeña,BBQ Joint,"Bodeguillas, 5",40.567762,-3.502889
ajalvir,Bar Julio's,Bar,"Calle Real, 1",40.532165,-3.480553
ajalvir,Zeta Line,Shopping Mall,"Carretera Torrejón a Ajalvir, 25",40.509183,-3.479983
ajalvir,Herbolario Naturdietética,Deli,"Avenida Guadalajara, 20",40.567168,-3.502528
ajalvir,Miramadrid,Shopping Mall,N/A,40.502454,-3.51424
ajalvir,Alcamar,Equipment Rental Service,"Carretera Ajalvir-Torrejon Ardoz, Km 1900",40.534138,-3.48071
alameda-del-valle,Restaurante Conchi,Coffee Shop,"Calle Rosario, 23",40.903631,-3.87862
alameda-del-valle,El Corralón del Embalse,Seafood Restaurant,"Calle de la Presa, 26",40.924793,-3.81755
alameda-del-valle,Tascafria Café Bar,Diner,"Plaza de la Villa, 31",40.904152,-3.880716
alameda-del-valle,Asador la Abuela,BBQ Joint,"Calle Abelardo Gallego, 10",40.904722,-3.878391
alameda-del-valle,Casa Briscas,Bar,"Plaza España, 13",40.90379,-3.879557
alameda-del-valle,Restaurante el Pilón,Restaurant,"Ibáñez Marín, 28",40.902173,-3.878542
alameda-del-valle,Caldea,Mediterranean Restaurant,"Avenida de el Paular, 37",40.90188,-3.878125
alameda-del-valle,Bar Rufino,Bar,"Plaza Santa Marina, 1",40.917569,-3.843772
alameda-del-valle,Restaurante Taberna del Alamillo,Bar,"Calle de la Taberna, 26",40.918293,-3.841998
alameda-del-valle,Restaurante el Colorao,Spanish Restaurant,"Travesía de Grande, 8",40.919526,-3.844874
alameda-del-valle,Madrid Paris,Shopping Mall,"Avenida Valle, 6",40.904001,-3.879313
alamo-el,Isla Perejil,Park,N/A,40.230993,-3.991942
alamo-el,Parque de Madera,Park,N/A,40.234636,-3.995166
alamo-el,El Molino,Restaurant,"Carretera Navalcarnero-Griñón, Km 9,3",40.224144,-3.961238
alamo-el,Mesón la Sardina,Spanish Restaurant,"Plaza Constitución, 11",40.230961,-3.99058
alamo-el,El Capricho del Alamo,Tapas Restaurant,"Calle de las Escuelas, 2",40.230598,-3.991037
alamo-el,Meson de la Villa,Restaurant,"Callejon Luis l Oliveros, 8",40.231001,-3.991098
alamo-el,La Posada del Sol,Restaurant,"Calle de las Escuelas, 12",40.230173,-3.991519
alamo-el,4 Rosas,Restaurant,"Calle de las Escuelas, 36",40.229603,-3.993362
alamo-el,El Cenador de el Álamo,Tapas Restaurant,"Calle Escuelas, 46",40.229242,-3.9942
alamo-el,El Cortijo del Cazador,Restaurant,"Carretera Navalcarnero-Chinchón M-404, Km 8",40.225699,-3.96938
alamo-el,Buyong Ruan,Chinese Restaurant,"Avenida Madrid, 8",40.230542,-3.989837
alamo-el,La Bellota,Restaurant,"Avenida Madrid, s/n",40.231561,-3.987349
alcala-de-henares,Parque O'Donnell,Park,"Calle de Luis de Astrana Marín, 8",40.485077,-3.370226
alcala-de-henares,Parque del Camarmilla,Park,N/A,40.489338,-3.379427
alcala-de-henares,Parque del Louisi,Dog Park,N/A,40.478976,-3.363647
alcala-de-henares,Parque Infantil,Park,N/A,40.479732,-3.368221
alcala-de-henares,Parque Salvador de Madariaga,Park,N/A,40.483588,-3.35885
alcala-de-henares,Parque de Sementales,Park,N/A,40.477219,-3.363631
alcala-de-henares,Parque Isla del Colegio,Park,N/A,40.47753,-3.36021
alcala-de-henares,Ermita de San Isidro (Alcalá de Henares),Spiritual Center,N/A,40.488094,-3.360983
alcala-de-henares,Parque San Isidro,Park,N/A,40.487883,-3.361226
alcala-de-henares,Parque el Silo,Park,N/A,40.48726,-3.370137
alcala-de-henares,Plademunt. el restaurante Imaginario,Mediterranean Restaurant,"Calle Francisco Díaz, 1",40.479901,-3.363329
alcala-de-henares,Lia Restaurant,Restaurant,"Calle Mayor, 56",40.481969,-3.367344
alcala-de-henares,Granier,Bakery,"Calle Libreros, 18",40.484125,-3.362905
alcala-de-henares,El Ambigu,Spanish Restaurant,"Calle Cervantes, s/n",40.483322,-3.366078
alcala-de-henares,La Cupula,Restaurant,"Santiago, 18",40.483019,-3.366973
alcala-de-henares,El pozo de los sabores,Wine Bar,"Calle Carmen Descalzo, 18",40.479763,-3.362241
alcala-de-henares,20 de Abril,Night Club,"Cárcel Vieja, 2",40.479629,-3.366888
alcala-de-henares,Heladeria Dall'agnese,Ice Cream Parlor,"Plaza Cervantes, 30",40.483417,-3.364584
alcala-de-henares,Restaurante Asiático Jade,Chinese Restaurant,"Calle Dámaso Alonso, 26",40.496205,-3.375276
alcala-de-henares,El Gato Verde,Brewery,"Calle San Felipe Neri, 3",40.481209,-3.368968
alcala-de-henares,C.C. Alcalá Magna,Shopping Mall,"Calle Cuesta de Teatinos, s/n",40.494506,-3.358784
alcala-de-henares,C.C. la Dehesa,Shopping Mall,"Plaza de Zorita, s/n",40.479152,-3.363649
alcala-de-henares,Galería Santa Teresa,Shopping Mall,"Avenida de los Reyes Católicos, 38",40.474446,-3.377741
alcala-de-henares,Centro Comercial Carrefour Alcalá de Henares,Shopping Mall,"Calle Federico García Lorca, s/n",40.503645,-3.370802
alcala-de-henares,Centro Comercial el Val,Shopping Mall,"Calle Valladolid, 2",40.485488,-3.347559
alcala-de-henares,Parque de Ocio Cuadernillos,Shopping Mall,N/A,40.506038,-3.332515
alcala-de-henares,Makro,Shopping Mall,"Carretera Nacional II, 2",40.508701,-3.322425
alcala-de-henares,Sephora Alcalá Magna,Shopping Mall,"Calle Valentín Juara Bellot, 4",40.495077,-3.359306
alcala-de-henares,Centro Comercial la Dehesa,Shopping Mall,"Carretera Madrid-Barcelona N-ii, Km 34",40.501985,-3.332562
alcala-de-henares,Idealquiler,Equipment Rental Service,"Louis Pasteur Polígono Industrial la Garena, 4",40.49187,-3.383475
alcala-de-henares,Smart Fussion,Equipment Rental Service,"Camino el Olivar, 33",40.505096,-3.391919
alcala-de-henares,Innovias alquiler vestidos de novia,Equipment Rental Service,"Avenida Juan Carlos I, s/n",40.485475,-3.387195
alcala-de-henares,Huppemkothen baumaschinen,Equipment Rental Service,"Jorge Juan, 8",40.485338,-3.39062
alcobendas,Parque Temático del Barco Pirata,Playground,N/A,40.536798,-3.628183
alcobendas,Parque de Andalucía,Park,N/A,40.539522,-3.646352
alcobendas,Jardín de la Vega,Park,Avenida Olímpica Con Una Superficie de 180.000,40.536178,-3.631666
alcobendas,Parque de la Dehesa,Playground,N/A,40.560239,-3.633443
alcobendas,Parque Temático del Hormiguero,Playground,N/A,40.543703,-3.65808
alcobendas,Parque de la Marina,Park,N/A,40.553699,-3.627469
alcobendas,Parque,Park,"Calle de Ramón Esteban, 30",40.539004,-3.63162
alcobendas,Parque de la Artesanía,Park,"Calle de Ramón Fernández Guisasola, 22",40.540983,-3.636226
alcobendas,Parque Victimas del Terrorismo,Playground,N/A,40.537022,-3.638439
alcobendas,Parque de Murcia,Park,N/A,40.539345,-3.630479
alcobendas,Silk & Soya,Japanese Restaurant,"Avenida de la Ermita, s/n",40.534967,-3.636395
alcobendas,Café Grill la Luna,BBQ Joint,"Pablo Picasso, 13",40.540761,-3.635323
alcobendas,Orale Compadre,Burrito Restaurant,"Carretera Fuencarral, 1",40.532303,-3.644269
alcobendas,99 Sushi Bar,Sushi Restaurant,"Calle de la Estafeta, 2",40.51474,-3.652387
alcobendas,San Telmo,Pizzeria,"Paseo de la Chopera, 311",40.544993,-3.658915
alcobendas,El Invernadero de los Peñotes,Restaurant,Salida 12- a,40.520393,-3.656359
alcobendas,Tejas Verdes,Seafood Restaurant,"Carretera de Burgos, Km 17",40.542283,-3.625171
alcobendas,Aspen,Mediterranean Restaurant,"Plaza de la Moraleja, s/n",40.515049,-3.651872
alcobendas,La Máquina de la Moraleja,Seafood Restaurant,"Plaza de la Moraleja, s/n",40.515088,-3.652009
alcobendas,80 Grados,Gastropub,"Calle Mirallos, 4",40.508631,-3.667003
alcobendas,Perfumerías Primor - C.C. Plaza Norte 2,Shopping Mall,"Plaza del Comercio, 11-12",40.540487,-3.613588
alcobendas,Ribs Megapark,Shopping Mall,N/A,40.544138,-3.611888
alcobendas,Heron Diversia,Shopping Mall,"Avenida de Bruselas, 21",40.530326,-3.638436
alcobendas,Centro Comercial el Encinar,Shopping Mall,"Camino del Cura, 10",40.508214,-3.645105
alcobendas,Mall Of Istanbul,Shopping Mall,"De Europa, 13",40.518528,-3.657071
alcobendas,Madrid - The Style Outlet,Shopping Mall,"Calle Salvador de Madariaga, 3",40.567308,-3.60882
alcobendas,Centro Comercial la Viña,Shopping Mall,N/A,40.547856,-3.633777
alcobendas,Megamall,Shopping Mall,"Olimpica, 9",40.534822,-3.636993
alcobendas,Gorras Personalizadas Madrid,Shopping Mall,"Calle Isla de Alegranza, 4",40.543984,-3.61663
alcobendas,C.C. el Bulevard,Shopping Mall,N/A,40.527299,-3.621548
alcorcon,Parque Ciudad de Mayarí,Park,N/A,40.351753,-3.837029
alcorcon,Parque Liana,Park,"Avenida de Portugal, Nº 1",40.323823,-3.873593
alcorcon,Parque de los Castillos,Park,N/A,40.353488,-3.807221
alcorcon,Parque Polvoranca,Park,"Calle Alcalde Francisco Moreno Menéndez, 11",40.325288,-3.798547
alcorcon,La Ribota Park (Parque de La Ribota),Park,N/A,40.339584,-3.830956
alcorcon,Mi Mundo,Playground,"Avenida de las Nieves, 35",40.350023,-3.881915
alcorcon,Parque las Comunidades,Park,N/A,40.343556,-3.832352
alcorcon,Parque del Brasil,Park,N/A,40.348545,-3.822839
alcorcon,Parque San Petas,Park,N/A,40.344491,-3.831195
alcorcon,Parque Buero Vallejo,Playground,N/A,40.345622,-3.836307
alcorcon,Pirata's,Dive Bar,"Calle Polvoranca, 108",40.3381,-3.813445
alcorcon,Finca la Alqueria,Restaurant,"Nacional V - Salida, 11",40.354804,-3.823887
alcorcon,Fridays Factor X,American Restaurant,"Avenida de Europa, 2",40.350028,-3.847547
alcorcon,Tramore Irish Tavern,Beer Bar,"Avenida Juan Xxiii, 13",40.343076,-3.781981
alcorcon,Asador el Castillo,Brasserie,"Avenida Castillos, 1022",40.349416,-3.802502
alcorcon,La Barbería,Bar,"Calle Orquídea, 7",40.33916,-3.86419
alcorcon,Bálamo restaurante,Seafood Restaurant,"Calle Cooperación, 11",40.329623,-3.829469
alcorcon,Arasy,Café,"Calle Parque de Cabañeros, 10",40.34688,-3.811753
alcorcon,Domino's Pizza,Pizzeria,"Plaza del Nuncio, 7",40.34738,-3.82876
alcorcon,Charrito,Seafood Restaurant,"Avenida de las Retamas, 72",40.337451,-3.828254
alcorcon,Madrid - Tres Aguas,Shopping Mall,"Avenida de América, 7",40.358312,-3.832443
alcorcon,X-Madrid,Shopping Mall,"Calle Oslo, 53",40.341621,-3.84709
alcorcon,La Plataforma de la Construcción,Shopping Mall,"Avenida América, 32",40.359736,-3.836361
alcorcon,La Tagliatella - Parque Oeste,Restaurant,"Avenida de Europa, 2",40.350303,-3.847279
alcorcon,Perfumerías Primor - C.C. Sambil Outlet,Shopping Mall,"Calle de Mondragón, s/n",40.359411,-3.776882
alcorcon,Madrid - X-Madrid,Shopping Mall,"Calle Copenhague, 53",40.34164,-3.846163
alcorcon,Centro Comercial la Fuensanta,Shopping Mall,"Avenida de la Onu, 65",40.316205,-3.850235
alcorcon,Centro Comercial Arce,Shopping Mall,"Calle Cid Campeador, 7 Bajo",40.327653,-3.874363
alcorcon,Centro Comercial Dos de Mayo,Shopping Mall,"Avenida del Dos de Mayo, 27",40.319876,-3.870425
alcorcon,Almacenes los Catalanes,Shopping Mall,"Calle Rio Bidasoa, 1",40.31922,-3.870087
alcorcon,Arpala,Equipment Rental Service,"Calle Puerto Navacerrada, 76",40.348335,-3.8778
aldea-del-fresno,El Jardín,Restaurant,"Carretera Madrid, 12",40.324009,-4.204473
aldea-del-fresno,El Barril,Bar,"Carretera Madrid, 14",40.323827,-4.202939
aldea-del-fresno,Cafeteria Hermanos Noriega,Coffee Shop,"Carretera Madrid, 19",40.324144,-4.203574
aldea-del-fresno,Bar Cosmos,Night Club,"Carretera Chapineria, s/n",40.320254,-4.2012
aldea-del-fresno,Bar el Rincon del Fresno,Restaurant,"Calle Marquesa de Manzanedo, 20",40.32388,-4.20376
aldea-del-fresno,La Cervecería,Brewery,"Calle Perales, 2010",40.318297,-4.206761
algete,África Park,Playground,N/A,40.595217,-3.499263
algete,Parque de el Cigarral,Park,N/A,40.594084,-3.498978
algete,Parque de los Olivos,Park,N/A,40.597001,-3.502799
algete,Parque de las Fuentes,Park,N/A,40.592373,-3.494108
algete,Estanque de Patos Cobeña,Park,N/A,40.58106,-3.503061
algete,Parque Pijos,Park,N/A,40.572582,-3.501606
algete,Parque el Matadero,Park,N/A,40.566712,-3.503259
algete,Parque de las Libertades,Playground,N/A,40.610289,-3.537956
algete,Parque Madroños 3,Playground,N/A,40.629424,-3.517389
algete,Parque de la Igualdad,Park,Avenida Julián Sanchez,40.631715,-3.514496
algete,El Faisán de Oro,Seafood Restaurant,"Extramuros, 4",40.629411,-3.474657
algete,El Refugio,Mediterranean Restaurant,"Carretera Alcalá-Torrelaguna, Km 15,5",40.567039,-3.5022
algete,El Toril,Spanish Restaurant,"Plaza Comunidad de Madrid, 7",40.629565,-3.476049
algete,Asador de Cobeña,BBQ Joint,"Bodeguillas, 5",40.567762,-3.502889
algete,El Rey de Oros,Paella Restaurant,"Carretera Alcalá-Torrelaguna, 3",40.568509,-3.503415
algete,Restaurante Gafotas,Spanish Restaurant,"Calle San Roque, 24",40.596445,-3.496823
algete,El Rincón de Portugal,Bar,"Calle Fraguas, 3",40.595915,-3.497662
algete,La Esquinita de Pablo,Bar,"Limón Verde, 7",40.59686,-3.498027
algete,El Mexi Bar de Copas,Bar,"Calle Limon Verde, 3",40.596646,-3.499115
algete,El Obrador,Bakery,"Ofelia Nieto, 1",40.596943,-3.498682
algete,Algete Centro Comercial,Shopping Mall,"Calle Magnolias, 1",40.598428,-3.500197
algete,Herbolario Naturdietética,Deli,"Avenida Guadalajara, 20",40.567168,-3.502528
alpedrete,La Laguna,Park,N/A,40.620166,-4.012603
alpedrete,Parque de Collado Mediano,Park,N/A,40.692886,-4.030934
alpedrete,Parque de las Columnas,Park,N/A,40.657319,-4.024587
alpedrete,Parque de Juegos,Park,Carretera M-619,40.654997,-4.021558
alpedrete,Parque de Juegos,Park,Carretera M619,40.655033,-4.021312
alpedrete,Parque Infantil la Dehesa II,Playground,N/A,40.650945,-4.001016
alpedrete,Parque Infantil la Dehesa I,Playground,N/A,40.650012,-3.998944
alpedrete,Parque Planetocio,Playground,N/A,40.637553,-4.018476
alpedrete,Parque de las Heras,Park,N/A,40.640414,-4.006198
alpedrete,El Parque de Lolo,Playground,N/A,40.639849,-4.006435
alpedrete,El Límite Rock Bar,Music Venue,"Calle Cervantes, 9",40.629059,-4.01057
alpedrete,La Vaqueria,BBQ Joint,"Calle Fuente del Álamo, 6",40.644715,-3.993316
alpedrete,Mesón Fresor,Tapas Restaurant,"Urbanización la Cerca, 26",40.643778,-3.985246
alpedrete,El Carrizal,Seafood Restaurant,"Calle Isla de Lobeira, 15",40.619924,-4.015858
alpedrete,El Gallinero,Seafood Restaurant,"Carretera de Navacerrada, Km 0,6",40.64427,-4.007198
alpedrete,La Espiga de Oro,Bakery,"Calle Lola Gaos, s/n",40.646631,-3.993898
alpedrete,Pizza Hut,Pizzeria,"Avenida Juan Carlos I, 46",40.637461,-4.017899
alpedrete,Restaurante el Rincón de la Abuela,Seafood Restaurant,"Paseo Alfredo Carneros, 3",40.692165,-4.037859
alpedrete,Restaurante Bar el 42,Restaurant,"Carretera de la Coruña, Km 42",40.64419,-4.036626
alpedrete,Maná,Mediterranean Restaurant,"Calle de la Constitución, 2",40.659764,-4.025179
alpedrete,Okaidi Cc los Valles,Shopping Mall,"Calle Rincón de las Eras, 1",40.636104,-4.008696
alpedrete,Planetocio,Shopping Mall,"Avenida Juan Carlos I, 46",40.637357,-4.017404
alpedrete,Los Olivos,Shopping Mall,"Calle Escofina, 60",40.626423,-4.018905
alpedrete,Zoco Villalba,Shopping Mall,"Avenida Juan Carlos I, 20",40.633394,-4.004293
alpedrete,Centro comercial los valles,Shopping Mall,"Carretera Navacerrada, s/n",40.660538,-4.029935
alpedrete,Los Valles,Shopping Mall,"Camelias, 14",40.639205,-4.011629
alpedrete,Alquimaquinas 2002,Equipment Rental Service,"Calle Azuela, 78",40.623164,-4.022654
alpedrete,Limas,Equipment Rental Service,Azuela Polígono Industrial P-29,40.625059,-4.025784
alpedrete,Alquileres Madrid Norte Tomakina,Equipment Rental Service,"Azuela, 16",40.62736,-4.008513
alpedrete,Unica Ferreteria Serrana,Equipment Rental Service,Calle Calibre Polígono Industrial P-29,40.624684,-4.022326
alpedrete,L l Banderas Mastiles,Equipment Rental Service,Calibre Polígono Industrial P-29,40.623048,-4.022241
ambite,Bar la estación,Restaurant,"Camino de Valdemera, 441",40.325981,-3.177957
anchuelo,Parque de la Hontanilla,Park,N/A,40.431979,-3.295011
anchuelo,Mirador de la Alcarria,Park,N/A,40.505051,-3.252153
anchuelo,MesÓn Lopez,Seafood Restaurant,"Plaza de la Constitución, s/n",40.465589,-3.269264
anchuelo,El Limite,Bar,"Plaza de la Constitucion, 4",40.472482,-3.232988
anchuelo,Bar Cervecería la Plaza,Restaurant,"Plaza de la Constitución, 4",40.472232,-3.233094
anchuelo,El Caldero Mágico,Brewery,"Calle Eras de Abajo, 16",40.474153,-3.230285
anchuelo,La Hacienda,Mediterranean Restaurant,"Carretera Santos de la Humosa-Meco M-226, Km 0",40.501638,-3.255985
anchuelo,Stella Food & Fun,Pizzeria,Calle Alcalá 47,40.433451,-3.301566
anchuelo,Restaurante Terraza Cruz,Beer Garden,"Calle la Plazuela, 9",40.432351,-3.299819
anchuelo,Bar cafetería NINO,Bar,"Plaza de la Constitucion, 3",40.465645,-3.269699
anchuelo,Inmaculada Anchuelo Diaz,Bakery,"Travesia del Olmo, s/n",40.464727,-3.269556
anchuelo,Tahona San Antonio,Bakery,"Calle Plazuela, 12",40.432385,-3.299575
aranjuez,Parque Farnesio,Park,N/A,40.033607,-3.601662
aranjuez,Parque Infantil Isabel de Farnesio,Playground,N/A,40.033061,-3.600978
aranjuez,Parque Pavia,Park,N/A,40.031371,-3.608458
aranjuez,Fuente del Negro,Park,N/A,40.035829,-3.607727
aranjuez,Parque Infantil,Park,N/A,40.026591,-3.600196
aranjuez,Fuente del Reloj,Park,N/A,40.037823,-3.608564
aranjuez,Parque Pozo de las Nieves,Park,N/A,40.028328,-3.595588
aranjuez,Parque Glorieta Nuevo Aranjuez,Playground,N/A,40.031668,-3.593273
aranjuez,Parque infantil,Playground,N/A,40.027463,-3.591084
aranjuez,Estanque de los Chinescos,Park,N/A,40.040451,-3.59392
aranjuez,Patio del Mercado,Tapas Restaurant,"Plaza Constitución, s/n",40.032574,-3.603084
aranjuez,Chumy Bar,Bar,"Calle del Capitán Angosto Gómez Castrillón, 17",40.034523,-3.601429
aranjuez,Café de Abastos,Bar,"Calle Abastos, 56",40.031795,-3.603183
aranjuez,El Corral de la Abuela,Seafood Restaurant,"Calle de la Reina, 2",40.036328,-3.603942
aranjuez,El Barín,Deli,Calle del Foso Nº 38,40.034912,-3.597995
aranjuez,Carême RESTAURANTE,Seafood Restaurant,"Avenida de Palacio, 2",40.035582,-3.606614
aranjuez,Casa José,Seafood Restaurant,"Calle de Abastos, 32",40.031873,-3.605052
aranjuez,McDonald's,Burger Joint,"Paseo del Deleite, 42",40.025065,-3.617721
aranjuez,Bonavia,Tapas Restaurant,"Calle Postas, 20",40.032711,-3.604548
aranjuez,Lizarran,Restaurant,Calle San Antonio,40.033344,-3.603446
aranjuez,Centro Comercial el Deleite,Shopping Mall,"Paseo del Deleite, s/n",40.024394,-3.61709
aranjuez,Plataformas de Madrid,Equipment Rental Service,"Calle Rosales, s/n",40.024457,-3.597517
arganda-del-rey,Parque Mirador,Park,N/A,40.296475,-3.437499
arganda-del-rey,Recinto Ferial Arganda,Playground,N/A,40.305795,-3.436371
arganda-del-rey,Parque de arganda,Park,N/A,40.302919,-3.444917
arganda-del-rey,Parque Goleta,Park,N/A,40.293974,-3.437339
arganda-del-rey,Parque Adolfo Suárez,Playground,N/A,40.295306,-3.444786
arganda-del-rey,Parque Infantil,Playground,N/A,40.300612,-3.452764
arganda-del-rey,Parque infantil,Park,N/A,40.309577,-3.452475
arganda-del-rey,Dehesa del Carrascal,Park,N/A,40.280402,-3.430504
arganda-del-rey,Forjas Estilo Español,Park,"Trav. Puente Viejo Zade Finanzauto, 9",40.316809,-3.47193
arganda-del-rey,Parque Virgen del Carmen,Playground,"Calle de Mallorca, 26-28",40.313388,-3.476509
arganda-del-rey,Restaurante el Roble,Seafood Restaurant,"Avenida Madrid, 47",40.30657,-3.468023
arganda-del-rey,Franky's,Burger Joint,"Plaza de la Alegría, 6",40.309542,-3.447833
arganda-del-rey,Shibuya,Sushi Restaurant,"Avenida de Madrid, 25",40.304469,-3.45899
arganda-del-rey,Blesa y Rangel,Bar,"Calle Presidente Felipe González, 28",40.294763,-3.445704
arganda-del-rey,Gambrinus,Brewery,"Calle los Ángeles, 10",40.301852,-3.442546
arganda-del-rey,100 Montaditos,Bar,"Avenida del Ejército, 12",40.301442,-3.442949
arganda-del-rey,Don Lito,Diner,"Pza.Constitución, 5",40.300852,-3.438086
arganda-del-rey,La Tertulia,Restaurant,"Tiendas, 6",40.300527,-3.438299
arganda-del-rey,Bar el Geta,Bar,"Plaza de la Solanilla, 12",40.300781,-3.437352
arganda-del-rey,Cerveceria Rangel,Bar,"Calle Colonia los Almendros, s/n",40.298851,-3.437713
arganda-del-rey,Terex cranes,Equipment Rental Service,"Avenida Madrid, 107",40.310189,-3.481987
arganda-del-rey,Rentaequipos,Equipment Rental Service,"Pasaje del Bronce, 8",40.304983,-3.47007
arganda-del-rey,Reparacion Maquinaria y Componentes,Equipment Rental Service,"Camino de la Poveda los Olivo, 47",40.311371,-3.47828
arroyomolinos,Quesos Artesanos Gutierrez Cantero,Restaurant,"Hernán Cortés, 45",39.184519,-6.165566
arroyomolinos,Montanera,Spanish Restaurant,"Virgen de los Remedios, 11",39.224848,-6.152576
arroyomolinos,La Posada,Spanish Restaurant,"Plaza del Altozano, 7",39.225018,-6.151598
arroyomolinos,Pitogordo,Bar,"Plaza de España, s/n",39.225111,-6.152095
arroyomolinos,Jamones Casa Bautista,Deli,"Lectoral Lozano, 18",39.22622,-6.150531
arroyomolinos,Jamones Casa Bautista Envios a Toda España,Restaurant,"Calle de los Mártires, 18",39.226726,-6.150034
arroyomolinos,El Postargo,Restaurant,"Virgén del Castillo, 2",39.224981,-6.150775
arroyomolinos,La Jamoneria Boutique & Bar,Restaurant,"Plaza de España N, 4",39.225332,-6.152543
atazar-el,Meson Elathazar,Bar,"Avenida Presa de el Atazar, 1",40.934503,-3.470732
atazar-el,Los Riscos el Atazar,Bar,"Calle de la Iglesia, 3",40.9346,-3.470459
atazar-el,Posada de Robledillo,Spanish Restaurant,"Calle de la Fuente, 24",40.951941,-3.525259
atazar-el,Taberna Museo,Restaurant,"Soledad, 12",40.95262,-3.525431
atazar-el,Novella Gonzalez Nuria,Mediterranean Restaurant,"Calle de la Soledad, 12",40.95253,-3.525238
batres,Plaza Arenal,Park,N/A,40.2095,-3.922333
batres,Club Agility ESLON,Dog Park,N/A,40.202587,-3.867015
batres,El Molino,Restaurant,"Carretera Navalcarnero-Griñón, Km 9,3",40.224144,-3.961238
batres,Castillo de Batres,Restaurant,Crta. M-404,40.210979,-3.923474
batres,Pizzería Salvatore,Pizzeria,"Calle de la Fuente, 5",40.206208,-3.895366
batres,El Zaguan,Restaurant,"Serranillos, 32",40.175221,-3.891492
batres,Hostal Restaurante Labrat,Restaurant,"Carretera Griñón-Carranque M-415, Km 16",40.204854,-3.885849
batres,Bar Alameda,Bar,"Plaza Puente, 8",40.204307,-3.884779
batres,El Arbero,Spanish Restaurant,"Madrid, 38",40.205865,-3.882219
batres,Restaupan,Bakery,"Calle Madera, 10",40.183382,-3.890073
batres,Restaurante Labrat,BBQ Joint,"Carretera Navalcarnero-Chinchón, Km 17",40.20927,-3.875146
batres,Dragon,Restaurant,"Avenida Industria Polígono Industrial Alto del Pradillo, 3",40.18085,-3.887694
becerril-de-la-sierra,Parque de Collado Mediano,Park,N/A,40.692886,-4.030934
becerril-de-la-sierra,Parque,Park,N/A,40.710478,-3.985896
becerril-de-la-sierra,Parque de la Tejera,Park,N/A,40.704664,-4.006358
becerril-de-la-sierra,Parque infantil,Playground,"Calle de Amanecer, 12",40.730071,-4.008484
becerril-de-la-sierra,Pino Manolo,Playground,N/A,40.729461,-4.011052
becerril-de-la-sierra,Parque Infantil,Park,N/A,40.728416,-4.01619
becerril-de-la-sierra,Parque Muñoyerro,Playground,N/A,40.725902,-4.018093
becerril-de-la-sierra,Parque infantil Serranía de la Paloma,Playground,N/A,40.700099,-3.96469
becerril-de-la-sierra,Parque Nacional de la Sierra de Guadarrama,National Park,"Camino de la Pedriza, s/n",40.742791,-3.95838
becerril-de-la-sierra,Parque la Ponderosa de la Sierra,Park,N/A,40.723615,-3.941794
becerril-de-la-sierra,El Albero,Seafood Restaurant,"Orense, 11",40.71544,-3.988588
becerril-de-la-sierra,Las Terrazas,Restaurant,"San Sebastián, 3",40.715344,-3.989245
becerril-de-la-sierra,El Portillon,Seafood Restaurant,"Paseo de los Españoles, 5",40.728649,-4.015399
becerril-de-la-sierra,Azaya,Spanish Restaurant,"Calle de Muñoz Grandes, 7",40.728382,-3.953498
becerril-de-la-sierra,Rompicapo,Pizzeria,"Avenida Madrid, 26",40.728607,-4.016495
becerril-de-la-sierra,El Zaguán,Spanish Restaurant,"Calle de la Peña Lisa, 2",40.71694,-3.990809
becerril-de-la-sierra,El Fogón de los Arrieros,Argentinian Restaurant,"Calle Matacerquillas, 29",40.677649,-3.966111
